numDoc,controle,autor,dataPronunciamento,resumo,legislatura,dataSessao,matricula
000003491,43601,DEPUTADO CHARLES SANTOS,2019-09-26 14:00:00,"Agradece a participação de diversas instituições em audiência pública
realizada para debater os problemas da depressão, automutilação e
suicídio. Informa que a frente parlamentar que se dedica ao assunto
visitará municípios e entidades para aprofundar o debate. Agradece a
aprovação, em 1º turno, de projeto de lei de sua autoria que dispõe
sobre o fornecimento pelo consumidor de dados pessoais para cadastro no
comércio varejista.",19,2019-09-26 14:00:00,26062
000003505,43586,DEPUTADO ANDRÉ QUINTÃO,2019-09-25 14:00:00,"Apresenta as conclusões do relatório final da CPI da Comissão
Parlamentar de Inquérito - CPI - da Barragem de Brumadinho. Ressalta ter
sido uma tragédia criminosa, pois o rompimento poderia ter sido evitado
ou suas consequências minimizadas, uma vez que a barragem dava sinais de
instabilidade desde 2017.",19,2019-09-25 14:00:00,12195
000003506,43587,DEPUTADO CARLOS PIMENTA,2019-09-25 14:00:00,"Elogia a homenagem que a Universidade Estadual de Montes Claros -
Unimontes - prestou ao prefeito de Montes Claros, Humberto Souto, que
recebeu o título de Doutor Honoris Causa.",19,2019-09-25 14:00:00,7758
000003507,43588,DEPUTADA BEATRIZ CERQUEIRA,2019-09-25 14:00:00,"Solicita um minuto de silêncio em memória das vítimas fatais ainda não
localizadas no Município de Brumadinho, após o rompimento de barragem da
Mineradora Vale.",19,2019-09-25 14:00:00,26098
000003508,43589,DEPUTADA BEATRIZ CERQUEIRA,2019-09-25 14:00:00,"Lê o nome das 21 vítimas fatais ainda não localizadas em Brumadinho,
após o rompimento de barragem da Mineradora Vale. Comenta audiência da
Comissão do Trabalho, da Previdência e da Assistência Social que tratou
do fechamento da base operacional da Companhia Energética de Minas
Gerais - Cemig - no Bairro São Gabriel, no Município de Belo Horizonte,
defendendo a reabertura da unidade.",19,2019-09-25 14:00:00,26098
000003509,43590,DEPUTADO DUARTE BECHIR,2019-09-25 14:00:00,"Homenagem pelo 140º aniversário de emancipação político-administrativa
do Município de Campo Belo.",19,2019-09-25 14:00:00,17919
000003492,43573,DEPUTADO SÁVIO SOUZA CRUZ,2019-09-25 10:00:00,"Declara voto favorável à Emenda nº 1 ao projeto de lei que autoriza o
Poder Executivo a doar ao Município de Itajubá o imóvel que especifica
(destinação: funcionamento do Centro de Abastecimento Integrado).",19,2019-09-25 10:00:00,1832
000003493,43574,DEPUTADO DOUTOR WILSON BATISTA,2019-09-25 10:00:00,"Declara voto favorável à Emenda nº 1 ao projeto de lei que autoriza o
Poder Executivo a doar ao Município de Itajubá o imóvel que especifica
(destinação: funcionamento do Centro de Abastecimento Integrado).",19,2019-09-25 10:00:00,18850
000003494,43575,DEPUTADO BOSCO,2019-09-25 10:00:00,"Declara voto favorável à Emenda nº 1 ao projeto de lei que autoriza o
Poder Executivo a doar ao Município de Itajubá o imóvel que especifica
(destinação: instalação da Praça de Esportes).",19,2019-09-25 10:00:00,18857
000003495,43576,DEPUTADO DELEGADO HELI GRILO,2019-09-25 10:00:00,"Declara voto favorável à Emenda nº 1 ao projeto de lei que autoriza o
Poder Executivo a doar ao Município de Itajubá o imóvel que especifica
(destinação: instalação da Praça de Esportes).",19,2019-09-25 10:00:00,26150
