numDoc,controle,autor,matricula,dataPronunciamento,resumo,legislatura,dataSessao,evento
000003586,43510,DEPUTADO CLEITINHO AZEVEDO,26101,2019-09-05 14:00:00,"Homenagem pelo transcurso do 107º aniversário de fundação do Instituto
de Previdência dos Servidores do Estado de Minas Gerais – Ipsemg.",19,2019-09-05 14:00:00,
000003587,43511,DEPUTADO BRUNO ENGLER,26148,2019-09-05 14:00:00,Defende a reforma da Previdência.,19,2019-09-05 14:00:00,
000003588,43512,DEPUTADO REPÓRTER RAFAEL MARTINS,26138,2019-09-05 14:00:00,"Comenta boato veiculado via Whatsapp de que seria o candidato do Partido
Social Democrático - PSD - à Prefeitura de Contagem e que estaria
alinhado ao atual prefeito, Alex de Freitas. Informa que não o conhece e
que o partido ainda não escolheu seu candidato à prefeitura. Apresenta
apelo ao governador Romeu Zema para que não encerre as atividades do
Hospital Alberto Cavalcanti.",19,2019-09-05 14:00:00,
000003589,43513,DEPUTADO FERNANDO PACHECO,26133,2019-09-05 14:00:00,"Homenagem pelo transcurso do 142º aniversário de criação do Município de
Cataguases.",19,2019-09-05 14:00:00,
000003590,43514,DEPUTADO BRUNO ENGLER,26148,2019-09-05 14:00:00,"Comenta sobre o atentado contra o presidente Jair Bolsonaro ocorrido no
Município de Juiz de Fora há um ano.",19,2019-09-05 14:00:00,
000003591,43515,DEPUTADO CLEITINHO AZEVEDO,26101,2019-09-05 14:00:00,Critica o fundo eleitoral.,19,2019-09-05 14:00:00,
000003592,43516,DEPUTADA ANDRÉIA DE JESUS,26143,2019-09-05 14:00:00,"Critica a reforma da Previdência que tramita no Congresso Nacional,
destacando que a ""cortina de fumaça"" que está sobre o debate da
previdência é a privatização e atender o interesse de financeiras.",19,2019-09-05 14:00:00,
000003595,43501,DEPUTADO ALENCAR DA SILVEIRA JR.,7752,2019-09-04 14:00:00,"Critica o governador Romeu Zema pelo atraso no pagamento de fornecedores
do Estado e por declarar que resolverá a situação das ferrovias, sem
consultar os deputados João Leite e Marília Campos, que há anos
trabalham com a questão.",19,2019-09-04 14:00:00,
000003596,43502,DEPUTADO DUARTE BECHIR,17919,2019-09-04 14:00:00,"Comemora a classificação do Brasil em 1º lugar nos jogos Parapan-
Americanos. Informa sobre o resultado de audiência que discutiu as
anexações dos cartórios à sede de municípios mineiros.",19,2019-09-04 14:00:00,
000003597,43503,DEPUTADO BARTÔ,26144,2019-09-04 14:00:00,Critica o fundo eleitoral e suas novas regras.,19,2019-09-04 14:00:00,
000003598,43504,DEPUTADO BETINHO PINTO COELHO,13425,2019-09-04 14:00:00,"Comenta o impacto da chamada ""PEC Paralela da Reforma da Previdência"",
proposta pelo relator Tasso Jereissati, para o setor da agropecuária.",19,2019-09-04 14:00:00,
000003599,43505,DEPUTADO ULYSSES GOMES,18867,2019-09-04 14:00:00,"Lamenta críticas do governador Romeu Zema à Assembleia Legislativa.
Questiona a postura de empresário do governador, ressaltando que há
dinheiro em caixa do Estado que deveria ser aplicado em políticas
públicas. Comenta a situação das empresas públicas do Estado, destacando
que a Companhia Energética de Minas Gerais - Cemig - e Companhia de Gás
de Minas Gerais - Gasmig - são superavitárias e, por isso, não se
justificariam os aumentos dos preços da energia e do gás para os
consumidores finais, conforme estaria nos planos de Zema. Informa que
apresentou requerimento solicitando seja realizada audiência pública
para debater a antecipação do processo de renovação da concessão para
distribuição com exclusividade de gás natural pela Gasmig no Estado.",19,2019-09-04 14:00:00,
000003600,43506,DEPUTADO CORONEL SANDRO,26163,2019-09-04 14:00:00,"Comenta a apresentação do humorista Gustavo Mendes, no Município de
Teófilo Otoni, que resultou em discussão com a plateia ao falar de
política. Informa que tem participado de tratativas para resolver
problemas relativos a repasses financeiros para consórcios de saúde dos
municípios, em especial os que atendem casos de urgência e emergência.",19,2019-09-04 14:00:00,
